       np1       np2       ns1       ns2        ne
        38        84        34       132         4
 Edge number           1
        44        43        19
        63        31        30
        17        63        52
        18        52        44
        18        44        19
        17        31        63
        17        52        18
        17         3        31
 1d points
      1        1.000000000000000
      5        0.923076923076923
      6        0.846153846153846
      7        0.769230769230769
      8        0.692307692307692
      9        0.615384615384615
     10        0.538461538461538
     11        0.461538461538461
     12        0.384615384615384
     13        0.307692307692307
     14        0.230769230769230
     15        0.153846153846154
     16        0.076923076923077
      2        0.000000000000000
      3        1.000000000000000
     17        0.750000000000000
     18        0.500000000000000
     19        0.250000000000000
      1        0.000000000000000
      4        1.000000000000000
     20        0.923076923076923
     21        0.846153846153846
     22        0.769230769230770
     23        0.692307692307693
     24        0.615384615384616
     25        0.538461538461539
     26        0.461538461538462
     27        0.384615384615385
     28        0.307692307692308
     29        0.230769230769231
     30        0.153846153846154
     31        0.076923076923077
      3        0.000000000000000
      2        1.000000000000000
     32        0.750000000000000
     33        0.500000000000000
     34        0.250000000000000
      4        0.000000000000000
 2d points
        1.000000000000000       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.000000000000000       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        1.000000000000000        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.000000000000000        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.923076923076923       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.846153846153846       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.769230769230769       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.692307692307692       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.615384615384615       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.538461538461538       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.461538461538461       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.384615384615384       -0.157079000000000       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        0.307692307692307       -0.157079000000000       13.333333333333329        0.000000000000000        0.000000000000000       13.333333333333329         0
        0.230769230769230       -0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.153846153846153       -0.157079000000000       13.333333333333329        0.000000000000000        0.000000000000000       13.333333333333329         0
        0.076923076923077       -0.157079000000000       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        1.000000000000000        0.078539500000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        1.000000000000000       -0.000000000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        1.000000000000000       -0.078539500000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.076923076923077        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.153846153846153        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.230769230769230        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.307692307692307        0.157079000000000       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        0.384615384615384        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.461538461538461        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.538461538461538        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.615384615384615        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.692307692307692        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.769230769230769        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.846153846153846        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.923076923076923        0.157079000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.000000000000000       -0.078539500000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.000000000000000        0.000000000000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.000000000000000        0.078539500000000       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.042633386548707        0.041803790588617       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.262864876732952       -0.095383353146094       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.878652349891583       -0.099178679557749       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.802896894354932       -0.100176933395617       13.333333333333332        0.000000000000000        0.000000000000000       13.333333333333332         0
        0.725923217887908       -0.100512151419944       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.648775441168377       -0.100925160397217       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        0.571724377487901       -0.101966733720914       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        0.494960828827293       -0.100271175955109       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.943270537354204       -0.092713956070179       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.953848313314331       -0.037834233299052       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        0.902572952291154       -0.037161378150771       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.830403655650727       -0.035474510015903       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.753875375049057       -0.034784713218884       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.676886783845602       -0.034611723406011       13.333333333333332        0.000000000000000        0.000000000000000       13.333333333333332         0
        0.600140737676185       -0.034683556574487       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.523157587998636       -0.035641303832166       13.333333333333332        0.000000000000000        0.000000000000000       13.333333333333332         0
        0.417974138309083       -0.098677410148679       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.943418065314754        0.022981767969073       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.864439832606076        0.027724798448153       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.784854772492290        0.029817900814506       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.706775935750318        0.030426246383089       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.629548464627669        0.030334322982105       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.552696799889953        0.029874581363064       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.475662352443895        0.028693161316045       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.446866548432243       -0.034277032262506       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.340728075926333       -0.097119049308483       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.370314840377748       -0.033056970256668       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.399307498267107        0.029710081228375       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.908654778083841        0.088844454644476       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        0.818056682960867        0.092477903985129       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.737793941379008        0.093136912782389       13.333333333333332        0.000000000000000        0.000000000000000       13.333333333333332         0
        0.659841355188068        0.092892447847453       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.582556598140099        0.092269077527064       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.505457489319496        0.091431216304352       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.428140233360801        0.090323463175885       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.351315538315458        0.091689938097274       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.293390361838480       -0.031744836742985       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.322685544606938        0.030806119496309       13.333333333333332        0.000000000000000        0.000000000000000       13.333333333333332         0
        0.274130466483394        0.093424317756373       13.333333333333337        0.000000000000000        0.000000000000000       13.333333333333337         0
        0.053734473705562        0.096486924189190       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.122770281138969        0.097044578698861       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.197490724837277        0.095316561472538       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.246023452563415        0.032244966027049       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.099324892017554        0.036585797486025       13.333333333333332        0.000000000000000        0.000000000000000       13.333333333333332         0
        0.170191571123831        0.034124954229145       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.059010985007155       -0.022160130117033       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.215803404888599       -0.029960039329448       13.333333333333332        0.000000000000000        0.000000000000000       13.333333333333332         0
        0.137023054726751       -0.027037157406062       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.182815746191847       -0.092947184635005       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
        0.092618044995099       -0.088103188083049       13.333333333333336        0.000000000000000        0.000000000000000       13.333333333333336         0
