       np1       np2       ns1       ns2        ne
        56       115        52       176         4
 Edge number           1
       -0.363636363636364       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.454545454545455       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.545454545454546       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.636363636363637       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.727272727272728       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.818181818181819       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.909090909090909       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.000000000000000       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.090909090909091       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.181818181818183       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.272727272727274       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.363636363636364       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.454545454545455       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.545454545454546       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.636363636363638       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.727272727272727       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.818181818181819       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.909090909090909       -0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
        0.000000000000000        0.078539500000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
        0.000000000000000       -0.000000000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
        0.000000000000000       -0.078539500000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.909090909090909        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.818181818181819        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.727272727272728        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.636363636363637        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.545454545454546        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.454545454545455        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.363636363636364        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.272727272727273        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.181818181818183        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.090909090909091        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.000000000000000        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.909090909090909        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.818181818181819        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.727272727272728        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.636363636363637        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.545454545454546        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.454545454545455        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.363636363636364        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.272727272727273        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.181818181818182        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.090909090909091        0.157079000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -2.000000000000000       -0.078539500000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -2.000000000000000        0.000000000000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -2.000000000000000        0.078539500000000       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.154299326880952        0.088659834942683       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.153621936117059       -0.085848056759941       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.848953982964700       -0.089430781126517       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.776064244869529       -0.085219405284859       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.738042054924956       -0.004885921000800       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.685617285640770       -0.086931769139206       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.640559778296253       -0.005374258360907       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.593031490821657       -0.086621137562039       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.547370764027264       -0.004840426183575       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.501059844014381       -0.085833455511458       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.455428707400634       -0.004101278029891       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.219522764348790        0.083164723630793       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -0.216711869937356       -0.072430052316747       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.257611758764818        0.003687790500470       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.311232250867941        0.086877231730265       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.309313721983068       -0.076405831673809       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.357008777387421        0.004200951723447       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.404458172992096        0.086783163438047       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.403063844978282       -0.077297920303646       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -0.450962153145203        0.003777645810661       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -0.496685064257668        0.085923658336478       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.495626406885972       -0.077871841126724       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.543218599685942        0.003127193134843       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.588308610366580        0.084921446635707       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.587480878918447       -0.078449303324652       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.634768621245400        0.002428543333118       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.679655118499175        0.083903913593956       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.678999465211000       -0.079056340442273       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -0.726019882799595        0.001719843984897       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.770896917101332        0.082893209146521       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -0.770375197212101       -0.079696276940780       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.862113901203778        0.081891851480059       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.817159059373812        0.001003437020312       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -0.861695178518711       -0.080371106696256       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.953338071013481        0.080901279895089       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.908264512664559        0.000277576553800       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.044581292036502        0.079924602968449       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.952992652734051       -0.081080290910700       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.999364795998250       -0.000456947559430       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.044278380695778       -0.081821090690387       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.135851698568518        0.078966797202069       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.090470731108563       -0.001196850636350       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -1.409500423427302       -0.084979864855599       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.318126423543184       -0.084194013371223       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.135556781143691       -0.082589429586945       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.226834095917264       -0.083380784694237       11.111111111111114        0.000000000000000        0.000000000000000       11.111111111111114         0
       -1.181591683105366       -0.001936509041311       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.363992521086649       -0.003350855956346       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.272744983975219       -0.002667051303634       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.227164040086435        0.078036650289275       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.318519848257081        0.077147063212564       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.409904724552545        0.076245860908678       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.501494281306341        0.075327916114923       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.593563980972646        0.074395560842235       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.686428836273097        0.073375032894527       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.777800800153189        0.070855041345693       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.850004772591703        0.086224170131990       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.822397413738713       -0.001203459130166       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.180923327333746        0.000906681798238       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.915830265934513        0.052509480328709       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.085632997614475       -0.052506519998960       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -1.915684373307307       -0.053289004380785       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
       -0.085724865410603        0.053131493667633       11.111111111111111        0.000000000000000        0.000000000000000       11.111111111111111         0
