x,y,Density,Momentum_x,Momentum_y,Energy,Pressure,Temperature,Mach,C<sub>p</sub>,Roe_Dissipation,
-1.93333,-0.0460127,1.22526,41.1134,3.29623e-06,254053,101345,288.14,0.0986058,0.0285912,0,
-1.93333,-0.0428395,1.22526,41.1134,9.86337e-07,254053,101345,288.14,0.0986058,0.0285911,0,
-1.93333,-0.0396662,1.22526,41.1134,-1.66798e-06,254053,101345,288.14,0.0986058,0.028591,0,
-1.93333,-0.0364929,1.22526,41.1134,-2.7159e-06,254053,101345,288.14,0.0986058,0.0285909,0,
-1.93333,-0.0333196,1.22526,41.1134,-1.3263e-06,254053,101345,288.14,0.0986058,0.028591,0,
-1.93333,-0.0301463,1.22526,41.1134,6.32951e-08,254053,101345,288.14,0.0986058,0.028591,0,
-1.93333,-0.026973,1.22526,41.1134,1.45289e-06,254053,101345,288.14,0.0986058,0.0285911,0,
-1.93333,-0.0237997,1.22526,41.1134,1.5251e-06,254053,101345,288.14,0.0986058,0.0285911,0,
-1.93333,-0.0206264,1.22526,41.1134,-7.54758e-08,254053,101345,288.14,0.0986057,0.028591,0,
-1.93333,-0.0174531,1.22526,41.1134,-1.67605e-06,254053,101345,288.14,0.0986057,0.0285909,0,
-1.93333,-0.0142798,1.22526,41.1133,-3.27662e-06,254053,101345,288.14,0.0986057,0.0285908,0,
-1.93333,-0.0111065,1.22527,41.1133,-4.87719e-06,254053,101345,288.14,0.0986057,0.0285907,0,
-1.93333,-0.00793323,1.22527,41.1133,-6.51596e-06,254053,101345,288.14,0.0986057,0.0285907,0,
-1.93333,-0.00475994,1.22526,41.1133,-6.11128e-06,254053,101345,288.14,0.0986057,0.0285906,0,
-1.93333,-0.00158665,1.22526,41.1134,-5.79553e-06,254053,101345,288.14,0.0986057,0.0285906,0,
-1.93333,0.00158665,1.22526,41.1134,-5.47978e-06,254053,101345,288.14,0.0986057,0.0285906,0,
-1.93333,0.00475994,1.22526,41.1134,-5.16403e-06,254053,101345,288.14,0.0986058,0.0285906,0,
